"database","scopus_id","openalex_id","title","journal","publication_year","doi","citations","abstract","authors","query_category"
"OpenAlex",NA,"https://openalex.org/W4362701037","Ethnic Conflict between Oromo-Gumuz in Western Ethiopia Since 2008","Journal of Education Society and Behavioural Science",2023,"https://doi.org/10.9734/jesbs/2023/v36i61225",1,"For a long period, conflicts and instability in any part of Ethiopia have become a complex and interconnected problem that is present as part of the debate among Ethiopian communities. The primary security challenges in Ethiopia largely emanate from political exclusion/power struggle, ethnic and religious-based discrimination, violation of human rights, the proliferation of SALW, and poverty/famine as a significant threat to people's security. To strengthen this point, the article aims to study the causes of the Oromo-Gumuz inter-ethnic conflicts since 2008 along the border area. The study employed qualitative descriptive research to meet the stated objective of the study. Purposive sampling techniques were used to gather information. To attain the study objective, in-depth interviews and focus group discussions were used as primary data. Primary data were gathered from different informants in both Oromo and Gumuz. The study’s finding showed that the leading cause of the conflict between the Oromo and the Gumuz was competition over farmland and grazing land, border disputes, and lack of good governance. The presence of arms dealers and cattle raiders hiding in the name of ethnicity split the communities.","Keneni Jibat; Taddes Berisso; Yonas Adaye Adeto","political_party"
"OpenAlex",NA,"https://openalex.org/W4293079851","POLITICAL PARTIES AND WOMEN ‘S PARTICIPATION IN POLITICS IN WEST AFRICA","Revista Feminismos",2022,"https://doi.org/10.9771/rf.v9i2.47653",1,"Women in African states have contributed immensely to nation-building and socio-economic development of their various societies. Despite, it has not translated into more women occupying political leadership positions in West Africa. The article critically analysed the role political parties play in preventing women from occupying political leadership positions. Political parties in some West African states are not committed to gender equality as leadership structure, nomination of candidates and campaign financing are biased against women. Lack of internal democracy and male-style politics dominate party affairs which limit women participation in politics and a confrontational approach instead of seeking collaboration and consensus is also relevant for understanding this scenario. Patriarchy dominates the activities of political parties thereby limiting women which further perpetuate gender inequality in politics. It recommended that political parties should implement proportional representation/quota system to encourage more women to contest for elective posts.","Adebajo Adeola Aderayo","political_party"
"OpenAlex",NA,"https://openalex.org/W3167296295","The role of opposition parties in African hybrid regimes","Warwick Research Archive Portal (University of Warwick)",2020,NA,2,"This dissertation seeks to understand what role opposition parties play in a hybrid regime, focusing on sub-Saharan Africa. Opposition parties can curtail incumbents’ control over the pace of democratisation (e.g. Bunce &amp; Wolchik 2010; LeBas 2013; Loada 2020). However, it is still unclear to what extent they actually do so, and a common preconception is that these opposition parties are ‘weak’ (e.g. Olukoshi 1998a; Randall &amp; Svåsand 2002c; Rakner &amp; Van de Walle 2009). In this dissertation, I explore this notion empirically by assessing various dimensions of opposition party weakness described in the literature, including their non-programmatic and short-lived nature, lack of local structures, under-performance, and fragmentation.&#13;\n&#13;\nBased on a comparative, qualitative, and inductive approach, I study four opposition parties across two countries, Burkina Faso and Uganda. This allows me to observe hybrid regimes in their diversity. My research is based on extensive fieldwork in both countries, which notably included 146 semi-structured interviews in capital cities and opposition strongholds.&#13;\n&#13;\nBy unpacking what opposition parties are formed around, how they are organised and how they operate, I analyse the complex dynamics driving opposition parties’ ability to endure and to coalesce in order to effectively challenge the incumbent and influence regime trajectories. The analysis shows that even ‘weak’ opposition parties can play a part in challenging the incumbent’s control over institutions.&#13;\n&#13;\nMy dissertation contributes to a new wave of empirical research on (opposition) parties in Africa (e.g. Souaré 2010; Bob-Milliar 2012b; Kelly 2014; Beardsworth 2018). It identifies new sources of a party’s organisational identity, defined as their ‘core’, and analyses how this informs a party’s survival chances. It investigates both internal organisational processes and external mobilisation strategies used to engage the regime, and concludes that opposition parties perform key functions within a hybrid regime, and therefore contribute to a non-linear democratisation process.&#13;\n","Eloïse Bertrand","political_party"
"OpenAlex",NA,"https://openalex.org/W3090841192","Colonial Legacies and Institutional Legitimacy: Explaining Variation in State-Level Informal Economy Size","HIMALAYA",2020,NA,2,"Abstract: Why are some states’ economies more formal than others? This question has critical significance for policy-makers who endeavor to tap into the reservoir of tax revenue and entrepreneurship that informal economies contain. More importantly, large informal economies inhibit public good provision and perpetuate the impoverishment, marginaliza- tion, and political instability of select communities. Despite major variation in the size of informal economies across states, most scholarship on the informal economy concentrates only on the causes and consequences of the phenomenon, while neglecting to address its variation. This thesis builds on a canon of scholarship surrounding colonial legacies, new- institutional economics, and institutional legitimacy, by advancing the novel theory that informal economy size is contingent on economic dualism stemming from the colonial period and post-colonial sate legitimacy. I employ a regression analysis and three West African case studies, Senegal, Coˆte d’Ivoire, and Cabo Verde, to evaluate this claim. These findings broaden our understanding of the informal economy and offer new insights for addressing its consequences.","Makayla Barker","political_party"
"OpenAlex",NA,"https://openalex.org/W3168949681","The involvement of political parties in the politicization of the South African local government bureaucracy: the political-bureaucratic relations between municipal managers, politicians and political parties.","ResearchSpace (University of KwaZulu-Natal)",2020,NA,1,"","Philani Frank Ronald. Mncwabe","political_party"
"OpenAlex",NA,"https://openalex.org/W3092217326","The challenges of transitioning from opposition to governing party: the case study of the Democratic Alliance in South Africa’s Western Cape Province.","ResearchSpace (University of KwaZulu-Natal)",2020,NA,1,"Opposition, rivalry or competition between government and its opponents is an important aspect of democratisation (Dahl:1973). The role of opposition in strengthening democracy cannot be understated, it has become common knowledge that liberal democratic systems rely quite heavily on institutional opposition. However, opposition parties also need to prepare themselves to govern. Opposition parties that prepare themselves for government must also have a distinct set of policies which they would have to implement if were to become the governing party. This poses a dilemma for opposition parties as the resources that they invest in these preparations could be used to make them effective opposition. This research uses South Africa’s Western Cape province as its case study. The rationale for choosing the Western Cape is because it is the only province, in South Africa, where an opposition party has successfully made the transition from opposition to governing party. This research will answer the following questions: (1) What do opposition parties have to do in order to prepare themselves to govern? (2) What challenges did the Democratic Alliance face when it first governed? The research relied on textual data as a result qualitative research method was deemed appropriate. While at the Western Cape provincial level the DA was prepared to govern, the study found that the DA efforts at the national level were hampered by ideological confusion and lack of clear and distinct policy goals. The study also deduced that the DA needs to fine tune its communication strategy so that its policies are clear to the South African public.","Sandile. Mnikati","political_party"
"OpenAlex",NA,"https://openalex.org/W3209187463","Facilitating knowledge retention in cross-border mergers in the telecommunications industry of Lesotho","",2020,NA,1,"Knowledge should be retained because it is an organisational asset. The management of knowledge, particularly knowledge retention, has been widely researched by several scholars. However, little research has been done on facilitating knowledge retention in the organisational cross-border mergers of the telecommunication industry in Lesotho.&#13;\nThe purpose of this study was to describe and explain the process of knowledge retention in the context of organisational cross-border mergers in Lesotho, particularly in the telecommunication industry. This is a quantitative case study research that triangulated interviews and questionnaires as instruments of data collection. Quantitative data were gathered from all 14 the staff members of Econet telecom Lesotho who went through the merger process as well as 14 former employees of the organisation who left the organisation for different reasons during the merger. Qualitative data, on the other hand, were gathered by means of interviews from selected staff members who held managerial positions. The aim was to check for consistency and corroboration of the findings. Quantitative data analysis was done with the assistance of Statistical Package for Social Science (SPSS) and qualitative data were analysed through thematic analysis.&#13;\nThe responses from the questionnaires retained 75% and four participants were interviewed. The findings of the study indicated that although there were no formal policies in place that guided the retention of knowledge, somehow knowledge was retained during the merger process. On the other hand, a considerable amount of valuable knowledge may have been lost because employees who either left the organisation during the process or those who were apparently forced to resign just left the organisation with no proper knowledge retention arrangement. The results of the study also showed that the Econet Telecom Lesotho merger was accompanied by a high staff turnover resulting from both forced and voluntary resignations.&#13;\nMoreover, the results showed that there were visible cultural differences between the two organisations. The cultural differences appeared noticeable even at the managerial level. Furthermore, the findings also pointed to the fact that those cultural variations tended to ii&#13;\nimpede knowledge retention between staff members as they had different cultural backgrounds.&#13;\nBased on the findings, the study makes the following recommendations: it is important to have a knowledge management policy in place to guide all knowledge management activities in organisations, including those in the telecommunications industry, and this study therefore recommends the development of a knowledge management system at Econet Telecom Lesotho. This study also recommends a thorough cultural due diligence exercise for future cross-border mergers. The study also proposes a framework for knowledge retention in the organisational cross-border mergers.","Tahleho Tseole","political_party"
"OpenAlex",NA,"https://openalex.org/W3170071874","Emergence and Constraints of Enterprise Platform Silos for Online Interactions: A Case Study from Ghana Before and During Covid-19","DigitalCommons - Kennesaw State University (Kennesaw State University)",2021,NA,1,"The purpose of this study is to understand the emergence and constraints of enterprise platform silos for online interactions at the organizational level. Information systems (IS) research has focused more on external platforms without silos. As a result, not much is known about internal platforms and silos at the organizational level and how they constrain online interactions, especially in the developing economic context of Africa. This study follows an interpretive, qualitative case study methodology and the encounter-episode process model to investigate the case of using enterprise platform silos in an organization in Ghana, before and during Covid-19. The findings show how failure to modernize the installed-based platforms, integrate platform portfolios, use enterprise architecture, and build internal competence for platform integration leads to silos. Identified constraints include challenges with information sharing and transfer between platforms, manual intervention with delays and errors, and multiple sign-ins with different password formats per user.","John Effah","political_party"
"OpenAlex",NA,"https://openalex.org/W3011909983","The Guinea-Bissau Constitutional Reform Debate","CUNY Academic Works (City University of New York)",2020,NA,0,"The enactment of law is not to be confused with the rule of law, and simply having a constitution does not guarantee political order. In Guinea-Bissau there have been calls to write a new constitution, but whether that helps Guinea-Bissau become a more stable country is questionable. Currently, there is a gap in the research of social science, history and political science examining how the processes of instability have unfolded in Guinea-Bissau. Few studies attempt to examine the correlation between a country’s stability and its constitution. A paradoxical situation exists in many countries in Africa where the political system is characterized by the existence of a constitution, and yet principles of constitutionalism are nowhere to be found in everyday life. This thesis analyzes the correlation between constitutional reform debate and instability in Guinea-Bissau. The thesis begins with a definition of constitution, followed by legal and social science thought on constitutions. Second, this thesis offers an answer to the research question: what is specific about Guinea-Bissau’s historical, societal, economical and organizational context that causes instability? Third, this thesis answers the question: if constitutional reform is not enough to make Guinea-Bissau stable, what else is needed? This thesis explores the function of law in the debate around Guinea-Bissau’s constitutional reform.","Watson Aila Gomes","political_party"
"OpenAlex",NA,"https://openalex.org/W7137612708","Capturing Intra-Party Democracy in Cameroon. The Example of Candidate Nomination Practices in Local Elections","Cairn.info",2025,NA,0,"‪The nomination of candidates is an exercise carried out within the ranks of political parties whereby they submit a candidate or list of candidates for an election. In this respect, the nomination of candidates in the CPDM (Cameroon People’s Democratic Movement), the ruling party in Cameroon, for the 2013 municipal elections in Yabassi, fuelled politico-community rivalries and sharp tensions between local political barons. Such endogenous crisis pushed certain disgruntled militants to abandon the party and form a coalition for the occasion with UFP (Union for fraternity and prosperity), a party that had no real local political roots but nonetheless victorious in the said elections. Drawing lessons from its defeat in its stronghold, CPDM opted to renew governmental elites and recompose its electorate. These measures contributed to the party’s return to pole position during the 2020 municipal elections. This paper examines such intra-party democracy and relates practices employed by stakeholders who influence the choice of candidates for elections and give impetus to the mapping of local elites.‪","Raymond Mbebi Ndema","political_party"
"OpenAlex",NA,"https://openalex.org/W3120700206","Challenges for Democratic Consolidation in Zambia and Ghana","KTH Publication Database DiVA (KTH Royal Institute of Technology)",2020,NA,0,"Considerable scholarly work and policy discourse on democratic consolidation in Sub-Saharan Africa often attribute challenges and instability to lack of economic development.However, the theories of dictatorship, opposition party behavior and democratization challenge this popular assumption.Taking Ghana and Zambia as cases since 1996, the problem of weak opposition parties cannot be overlooked.For this reason, the aim of the thesis was to examine different explanatory factors that account for political opposition weakness in Sub-Saharan Africa.Thus, the thesis attempted to answer what explains democratic consolidation variations in Sub-Saharan Africa.As you can see from the findings and the result analysis, the thesis concludes that, democratic space in Africa except Ghana, is shrinking because of strong personality rule coupled with, fragmented and poorly organized opposition parties in some countries like Zambia make democratic consolidation much harder.Yet, Ghana has greatly consolidated its democracy due to well-functioning opposition parties including combination of several factors ranging general feeling of political socialization to policy alternatives since its return to civilian rule.The case of Ghana and Zambia have also demonstrated that strong institutions are necessary in establishing more stable and sustainable democracy.","Prince Maimbo Simunkombwe","political_party"
"OpenAlex",NA,"https://openalex.org/W4287822496","Election Systems and Intra-Party Democracy: A Brief Analysis","DergiPark (Istanbul University)",2020,NA,0,"","Ferhat Uslu; Name TURHAN","political_party"
"OpenAlex",NA,"https://openalex.org/W3092100981","The role of the Southern African Development Community (SADC) and the Economic Community of West African States (ECOWAS) in facilitating continental integration.","ResearchSpace (University of KwaZulu-Natal)",2020,NA,0,"The dissertation examines the role the Southern African Development Community (SADC) and the Economic Community of West African States (ECOWAS) can play in facilitating the political and economic convergence of the African Union (AU) member states.The developmental challenges facing Africa in spite of its wealth of human and natural resources is poignant.The genesis of this problem can be traced to the history of colonialism and the wave of independence in the continent in the late 1950s.Arguments have been put forward to suggest that one of the most viable ways of promoting Africa's development is by developing and promoting intra-continental trade which can be possible through continental integration.The specific areas reviewed are regional stability and how intra-regional trade and investment is used to promote economic convergence.Africa's need for political and economic integration at a continental level is further sustained by the assumption that neocolonialism can be blamed for the weakness of structures in African states.Some scholars agree on the idea that regionalisation is often seen to offer a possibility to respond to the challenges of globalization.This impact nevertheless is dependent on the relation between globalisation and regional sentiment.Regional integration implies a form of interdependence among nation-states.Such interdependence leads to an establishment of regional integration arrangements between sovereign states within a geographical space.These agreements are shaped formally and there is a commitment to work together in order to realise political and socio-economic benefits.This study maintains that in order to achieve effective integration of the continent, Nigeria and South Africa as case studies, as continental giants have a key role to play to this end and as members of ECOWAS and SADC respectively.It is argued here that both the SADC and ECOWAS as sub-continental blocks have made some notable and commendable progress in developing policies for trade liberalization and economic integration, this, however, is not enough as such policies are also pertinent at a continental level.The study found that SADC and ECOWAS as regional blocks can play a role in aiding the continent to achieve a trade liberalization to achieve continental economic development.","Isaac. Luthuli","political_party"
"OpenAlex",NA,"https://openalex.org/W3158515514","EVALUATION OF THE ELECTORAL PROCESS OF THE 2015 GOVERNORSHIP ELECTION IN LAGOS STATE, NIGERIA","Covenant University Repository (Covenant University)",2020,NA,0,"Democracy has gained universal acceptance and periodic eledion is one of basic feature of democracy. Since the advent of the Fourth Republic in 1999, several elections have been conducted at both national, state local government levels. However, the 2015 general elections served as turning points to the entire electoral process in Nigeria due to the higher acceptance of their outcomes and peaceful transition recorded. The paper evaluates electoral process of the 2015 gubernatorial election in Lagos State. The study adopted the historical method by using relevant journal articles, newspaper~ magazines and reports of eledoral bodies and agencies obtained from the internet. The study was anchored on the Procedural Theory of Democracy. The Content analysis method was used to gather from the data obtained, issues related to the eledoral process. The units of analysis include intra-party politics/candidates selection, campaign~ voting process and voters' behaviour, declaration of results and matters arising as well as performance of INEC Findings show that there was little intra-party democracy in the seledion of flag bearers among the two leading parties. Furthermore, the paper found that candidates engage in different kinds of political campaigns such as media tour~ rallies, and social media posts. The study recommends that political parties should condud proper primary elections and that INEC should improve its performances in future eledions by recruiting and training qualified personnel for proper electoral conduct in order to advance democracy for development in Nigeria.","Egwu Eric Kalu; D.E. Gberevbie; Daniel Eseme","political_party"
"OpenAlex",NA,"https://openalex.org/W3172711150","The Durability of Client Regimes: Foreign Sponsorship and Autocracies, 1946-2010","TSpace (University of Toronto)",2020,NA,1,"This dissertation investigates the relationship between foreign support and the survival of authoritarian regimes. Conventional wisdom suggests that great power patrons prop up client dictatorships. However, this is generally assumed rather than systematically analyzed. My dissertation provides the first comprehensive assessment of the relationship between foreign sponsorship and authoritarian regime survival with the use of an original dataset of all autocratic client regimes in the postwar period. These results demonstrate that patronage from Western powers - the United States, France, and the United Kingdom - is not associated with client regime survival. Instead, only Soviet sponsorship reduces the risk of regime collapse. I explain this variation by considering the effects of differing strategies of foreign sponsorship on client regime coup vulnerability. Not a single Soviet client regime ever lost power to a military coup. This was the result of Soviet assistance in the implementation of highly penetrative coup prevention strategies that rendered militaries incapable of ousting incumbent regimes. In contrast, a fundamental ambivalence toward their autocratic allies and a focus on building Western-style militaries rendered U.S. and European clients highly vulnerable to coups. Western clients did not receive patron assistance in restructuring their security forces to prevent a coup and were abandoned in the event of a successful coup. I test these arguments using recently declassified archival sources, secondary sources in English and Russian, and a series of statistical analyses using both original and newly available data.","Adam E. Casey","political_party"
"OpenAlex",NA,"https://openalex.org/W3037588248","Authoritarian diffusion at a distance? China's impact on levels of and on citizens' support for liberal-democracy in Sub-Saharan African states","Arrow@dit (Dublin Institute of Technology)",2020,NA,0,"The recent emergence of authoritarian countries, such as China, as leading economic powers, increasingly engaged in the developing world, has coincided with a 'democratic recession' in certain developing countries. Are these two processes related? Is the rise of authoritarian powers leading to authoritarian diffusion in the developing world? These important questions can be studied from several angles, one of which is whether authoritarian diffusion is happening because of the increasing economic linkages between developing world and authoritarian powers. So far, the scholarship has focused on studying the impact of authoritarian regimes on neighbouring countries but it has not investigated whether, through economic links, they might be having influence beyond their own neighbours. China's increasing role in Sub-Saharan Africa provides an ideal setting to explore this issue as democratic and liberal institutions in these states have not yet been consolidated (Lynch and Crawford 2011) while China has different levels of engagement in different Sub-Saharan African countries (Mohan and Power 2008). This research tests the hypothesis that higher economic linkages with China might have negative impact on both levels of and attitudes towards democracy in African states. First, the hypothesis is investigated at individual level, by testing the demonstration effect of the Chinese financed projects, whose geolocated data is combined with the sub-national variation on citizens' attitudes toward liberal-democracy. Then, it tests the learning mechanism through an original survey-experiment conducted in Kenya, which is a typical African country. Last, the hypothesis is investigated at institutional level by using time-series data on levels of Chinese economic engagement and levels of liberal-democracy. Overall, this project contributes to our understanding of the diffusion of authoritarian norms and practices in the developing world by providing a first test of whether China's increasing presence in Sub-Saharan Africa is leading to changing levels and attitudes towards liberal democracy.","Raluca-Maria Nicoară","political_party"
"OpenAlex",NA,"https://openalex.org/W7112492003","Angola's MPLA: Implications for democracy and democratic consolidation","Pure (Coventry University)",2023,NA,0,"Angola’s post-independence instability and political development has its roots deep in history, including Portugal’s failure to prepare its colonies for independence and the ethno-regional divisions among nationalist movements that fought the Portuguese and turned on each other. This led to a violent struggle for supremacy at independence in 1975. The Movimento Popular de Libertação de Angola (MPLA, or People’s Movement for the Liberation of Angola) got Soviet and Cuban support, while apartheid-era South Africa and the West supported the União Nacional para a Independência Total de Angola (UNITA, or National Union for the Total Independence of Angola). The MPLA was in effect born out of war and had “its history and purpose informed by the political visions moulded by war and survival” (Ingles 2018:46).1 The civil war may have ended with all-out military victory in 2002 over its rival UNITA, but the shadow of decades of conflict is still felt today.","Vines, Alex; id_orcid 0009-0001-1422-5900","political_party"
"OpenAlex",NA,"https://openalex.org/W7162706234","Malawi: An Example of Peaceful Democracy and Political Transition in Africa","DergiPark (Istanbul University)",2026,NA,0,"Bu çalışmanın amacı, Malavi’de demokratik siyasal düzenin sürekliliğini ve kırılganlıklarını tarihsel ve kurumsal boyutlarıyla analiz etmektir. Özellikle 1994 sonrası çok partili hayata geçiş süreci, barışçıl iktidar değişimleri ve bağımsız milletvekillerinin siyasal sistemdeki konumu incelenmiştir. Yöntem olarak nitel araştırma yöntemi benimsenmiş; literatür taraması, anayasal metin analizi ve uluslararası demokrasi endekslerine dayalı ikincil veri incelemesi yapılmıştır. Çalışmanın temel varsayımı, düşük gelir düzeyi ve sınırlı kurumsallaşmaya rağmen seçimsel rekabet, yargı bağımsızlığı ve aktif sivil toplumun demokratik dayanıklılığı mümkün kıldığıdır. Bulgular, Malavi’de siyasal partilerin ideolojik temellerinin zayıf ve lider merkezli bir karakter taşıdığını; buna karşın düzenli ve rekabetçi seçimlerin sistemin meşruiyetini güçlendirdiğini göstermektedir. 2020 başkanlık seçimlerinin Anayasa Mahkemesi tarafından iptal edilerek yenilenmesi, yargısal denetimin demokratik sistem açısından kritik bir güvence olduğunu ortaya koymuştur. Ayrıca bağımsız milletvekillerinin parlamentodaki esnek konumu, koalisyon siyasetini şekillendiren önemli bir unsur olarak öne çıkmaktadır. Etnik çeşitlilik, siyasal mobilizasyonu etkilese de yaygın ve süreklilik arz eden bir iç çatışma üretmemiştir. Sonuç olarak Malavi demokrasisi, kurumsal açıdan kırılgan ancak seçim ve yargı alanındaki urumsallaşmış mekanizmalar sayesinde dirençli bir yapı sergilemektedir. Öngörü olarak, ülkenin uzun vadeli kalkınma stratejisi olan Malavi 2063 (MW2063) vizyonu doğrultusunda yönetişim reformları, ekonomik çeşitlendirme ve insan sermayesinin güçlendirilmesi hedeflerinin hayata geçirilmesi hâlinde demokratik kapasitenin daha da pekişebileceği değerlendirilmektedir. Bu çerçevede parti kurumsallaşmasının güçlendirilmesi, yasama denetim kapasitesinin artırılması ve hukukun üstünlüğünün derinleştirilmesi temel öneriler olarak sunulmaktadır.","Kadir Şahin","political_party"
"OpenAlex",NA,"https://openalex.org/W3144320008","Global dialogue about the extension of care beyond the age of 18","Anglia Ruskin Research Online (Anglia Ruskin University)",2020,NA,83,"Young people who are taken up into the care system (including foster, formal kinship and residential or group care) traditionally have to leave care at age 18, the generally accepted age of adulthood. Research globally has shown that most youth are not ready to transition to independent living at 18 and require additional support into early adulthood. One specific type of support that has gained increasing interest is extended care arrangements, including permitting young people to remain in their care placements beyond the age of 18. While widely discussed, there is a limited body of literature on the conceptualisation, implementation and evaluation of extended care, and almost no cross-national dialogue on extended care. This article aims to gather together a range of experiences on extended care and to explore the extent to which there is a cross-national consensus on the conceptualisation and operationalisation of extended care. Ten countries participated in the study, reviewing their country's extended care policy, practice and research using a common matrix. Findings reveal adoption of aspects of extended care in all countries, wide variations in how extended care is conceptualised, legislated, funded and implemented, and very little research on the effectiveness of extended care. The authors recommend resolving cross-national variations in the conceptualisation of extended care and further research on the role and contribution of extended care placements to improved outcomes for youth in diverse social, political and economic contexts.","Adrian D. van Breda; Emily R. Munro; Robbie Gilligan; Roxana Anghel; Annemiek Harder; Mariana Incarnato; Varda Mann-Feder; Tehila Refaeli; Renate Stohler; Jan Storø","political_party"
"OpenAlex",NA,"https://openalex.org/W7126341423","Hidden in Plain Sight: The Impact of Party Organisation in Legislatures","Repository@Hull (Worktribe) (University of Hull)",2024,NA,0,"Legislators operate in different spaces within a legislative estate. The public and scholarly focus is on behaviour in formal space—the chamber and committee rooms, where formal decisions are taken—but the utilisation of informal and party (and now virtual) space can and does have consequences for legislative outcomes as well as the future of political leaders. This article addresses behaviour in party space and its consequences. Drawing on anthropological and archival research, it utilises a case study, identifying the consequences of the Conservative 1922 Committee in the British House of Commons. The body, constituting Conservative private members, has a distinctive history, but its consequences, or functions, inherent or developed over time, provide a framework for comparative analysis and emphasise the importance of exploring how legislators use space beyond that of the formal arena of the chamber and committee rooms.","Philip Norton","political_party"
"OpenAlex",NA,"https://openalex.org/W7135346429","Determinants of effective contract management in South African state-owned enterprises: the case of Transnet SOC Ltd.","ResearchSpace (University of KwaZulu-Natal)",2025,NA,0,"Doctoral Degree. University of KwaZulu-Natal, Durban.","Lindiwe Dorcas. Xaba","political_party"
"OpenAlex",NA,"https://openalex.org/W3125081134","The Privacy Paradox: Factors influencing information disclosure in the use of the Internet of Things (IoT) in South Africa","Open University of Cape Town (University of Cape Town)",2020,NA,0,"The Internet of Things (IoT) has been acknowledged as one of the most innovative forms of technology since the computer, because of the influence it can have on multiple sectors of physical and virtual environments. The growth of IoT is expected to continue, by 2020 the number of connected devices is estimated to reach 50 billion. Recent developments in IoT provide an unprecedented opportunity for personalised services and other benefits. To exploit these potential benefits as best as possible, individuals are willing to provide their personal information despite potential privacy breaches. Therefore, this paper examines factors that influence the willingness to disclose personal information in the use of IoT in South Africa (SA) with the use of the privacy calculus as the theoretical underpinnings of this research. The privacy calculus accentuates that a risk-benefit trade off occurs when an individual decides to disclose their personal information, however, it is assumed that there are more factors than perceived risks and perceived benefits that influence information disclosure. After analysing previous literature, this study identified the following factors; information sensitivity, privacy concerns, social influence, perceived benefits, (perceived) privacy risks and privacy knowledge as possible key tenants in relation to willingness to disclose personal information. This research took on an objective ontological view, with the underlying epistemological stance being positivistic. The research incorporated a deductive approach, employing the use of a conceptual model which was constructed from a combination of studies orientated around privacy, the privacy calculus and the privacy paradox. Data for this research was collected using the quantitative research approach, through the use of an anonymous online questionnaire, where the targeted population was narrowed down to the general public residing within SA that make use of IoT devices and/or services. Data was collected using Qualtrics and analysed using SmartPLS 3. SmartPLS 3 was used to test for correlations between the factors which influence information disclosure in the use of IoT by utilising the complete bootstrapping method. A key finding was that the privacy paradox is apparent within SA, where individuals pursue enjoyment and predominantly use IoT for leisure purposes, while individuals are more likely to adopt self-withdrawal tendencies when faced with heightened privacy concerns or potential risks.","Natheer Davids","political_party"
"OpenAlex",NA,"https://openalex.org/W3176416594","Developing sustainability performance through dynamic capabilities in a supply chain cluster context","University of Huddersfield Repository (University of Huddersfield)",2020,NA,1,"The complexity and uncertainty in the dynamic business environment expose organisations to risks that may be caused by external or internal factors such as technical failure, human error, strikes, equipment failure, pandemic diseases, natural disasters or terrorist attacks. These events cause market shocks as they lead to disruptions in the production process and the flow of products; in addition, they cause supply and demand fluctuations. One of the tools that organisations can use to enhance their sustainability and performance during disruptions is to build dynamic capabilities through establishing strong networks and alliances in the form of a cluster. This research proposes links between the three dimensions of sustainability (environmental, social and economic) and dynamic capabilities (resilience and absorptive capability) in a supply chain cluster context. It develops a conceptual framework that presents supply chain cluster design characteristics (geographical concentration, networked collaboration and supporting services) as tools for enhancing sustainability through dynamic capabilities by combining a number of theoretical views, (systems theory, extended resource-based view and dynamic capability theory), to help organisations maintain performance during disruptions. Focusing on sustainability and building environmental-friendly clusters are among the aspects of sustainability development strategy of the Egyptian government 2030. Through the developed conceptual framework, this research will investigate the impact of supply chain cluster design characteristics on sustainability through achieving dynamic capabilities, in addition to investigating the impact of sustainability on organisational performance.<br/><br/>In order to achieve the main aim of the research, data were collected using 811 questionnaire responses from organisations operating in the Egyptian market. Structural equation modelling was used to investigate the relationships between the research variables. Results indicated that there is a direct link between supply chain cluster design characteristics, namely geographical concentration, networked collaboration and supporting services and dynamic capabilities (resilience and absorptive capacity). In addition, dynamic capabilities can significantly enhance the three dimensions of sustainability (environmental, economic and social). Furthermore, dynamic capabilities were found to be significantly mediating the relationship between design characteristics and sustainability. Finally, sustainability can be used to enhance operational and financial performance except for environmental sustainability, which had no significant impact on organisational performance. The structural equation modelling technique adopted to analyse the quantitative data allows illustration of how dynamic capabilities (resilience and absorptive capacity) affect sustainability (environmental, social, economic) and ultimately impact organisational, operational and financial performance, while simultaneously taking into consideration the effect of the three supply chain cluster design characteristics (geographical concentration, networked collaboration and supporting services) and organisation size, role and type. The use of standardised data and control variables in this study helps extend systems theory, dynamic capabilities theory and resources-based view by promoting supply chain clusters as a system in which sub-elements (cluster members) can form links and depend on each other to create a pool of resources. In addition, this extension strengthens the generalisability of the abstract ideas in the theories conceptualised in the framework, as previous research has focused only on high-technology sectors in developed countries. This study fills an additional research gap by testing the relationships proposed in the conceptual framework in a developing county (Egypt), while controlling for different business sectors. It also fills the research gap regarding the relationships between dynamic capabilities and sustainability, and between sustainability and financial and nonfinancial organisational performance. In addition, it provides a more holistic picture by focusing on three dimensions of sustainability. The empirical results will also fill a gap in the literature regarding the impact of clustering on dynamic capabilities. The results from previous research on clusters and dynamic capabilities lack generalisability because they have tended to be based on case studies. Furthermore, there is a lack of evidence on how supply chain cluster design characteristics may be linked to performance through dynamic capabilities and sustainability. The focus on the link between dynamic capabilities, the three dimensions of sustainability and organisational performance will allow organisations to use supply chain cluster design characteristics as tools to enhance sustainability and maintain an acceptable level of performance. In addition, it will help organisations operating in Egypt to sustain their performance and compete globally in spite of strong market fluctuations.","Mahmoud Barakat","political_party"
