"from","to"
"W4211173058","W1498339752"
"W4211174019","W2123295839"
"W4211177618","W2123295839"
"W4211178294","W2123295839"
"W4211184572","W1498339752"
"W4211186068","W2123295839"
"W4211187766","W1498339752"
"W4211195049","W1498339752"
"W4211195341","W2123295839"
"W4211209005","W1498339752"
"W4211211299","W1498339752"
"W4211212210","W1498339752"
"W4211213551","W1498339752"
"W4211229780","W1498339752"
"W4211230419","W1498339752"
"W4211230610","W2123295839"
"W4211231047","W2123295839"
"W4211235383","W2123295839"
"W4211239545","W1498339752"
"W4211240907","W1498339752"
"W4211241503","W1498339752"
"W4211246509","W1498339752"
"W4211246532","W1498339752"
"W4211248532","W1498339752"
"W4211254361","W1498339752"
"W4211257829","W1498339752"
"W4211258184","W1498339752"
"W4211261362","W1498339752"
"W4211261362","W1989435151"
"W4211261405","W2123295839"
"W4211264025","W1498339752"
"W4211264087","W1498339752"
"W4213148749","W1498339752"
"W4213191446","W1989435151"
"W4213191446","W2123295839"
"W4213391107","W1498339752"
"W4214613291","W2123295839"
"W4224210447","W1498339752"
"W4224210447","W2919820997"
"W4224245175","W1498339752"
"W4224245175","W2919820997"
"W4224295598","W1498339752"
"W4224295598","W2919820997"
"W4230704342","W1498339752"
"W4233300313","W2884459365"
"W4233614867","W1498339752"
"W4233622696","W2123295839"
"W4233986851","W2123295839"
"W4235446106","W1498339752"
"W4235538198","W2123295839"
"W4235590102","W1498339752"
"W4236050751","W1498339752"
"W4236051257","W1498339752"
"W4237235915","W1498339752"
"W4237377998","W2123295839"
"W4237517937","W1989435151"
"W4237535250","W1498339752"
"W4237608524","W2123295839"
"W4237828579","W2123295839"
"W4237902679","W1498339752"
"W4238020385","W2123295839"
"W4239071717","W2123295839"
"W4239838462","W1498339752"
"W4240482376","W1498339752"
"W4243072934","W1498339752"
"W4243088384","W2123295839"
"W4243257563","W1989435151"
"W4244258291","W1498339752"
"W4244746024","W2123295839"
"W4246134217","W1498339752"
"W4246274354","W2123295839"
"W4246389695","W2123295839"
"W4246683226","W2123295839"
"W4247441176","W1498339752"
"W4249066798","W1498339752"
"W4249515255","W2123295839"
"W4250241608","W2123295839"
"W4251959025","W1498339752"
"W4252132734","W1498339752"
"W4252449166","W2123295839"
"W4253295617","W1498339752"
"W4253416252","W1498339752"
"W4253748278","W2123295839"
"W4254062719","W1498339752"
"W4255013369","W2123295839"
"W4256429255","W1498339752"
"W4256466551","W1498339752"
"W4280500768","W2123295839"
"W4280598555","W1498339752"
"W4283025648","W2884459365"
"W4285172807","W1498339752"
"W4285200282","W2884459365"
"W4285207545","W1498339752"
"W4285211868","W2884459365"
"W4285302092","W1498339752"
"W4285412272","W2884459365"
"W4289540083","W1498339752"
"W4290849386","W1498339752"
"W4290849660","W1498339752"
"W4290849819","W1498339752"
"W4290849876","W1498339752"
"W4290849884","W1498339752"
"W4290849925","W1498339752"
"W4290849929","W1498339752"
"W4290849945","W1498339752"
"W4290849948","W1498339752"
"W4290849984","W1498339752"
"W4290850053","W1498339752"
"W4290850072","W1498339752"
"W4290850105","W1498339752"
"W4290850113","W1498339752"
"W4290850123","W1498339752"
"W4290850130","W1498339752"
"W4290850134","W1498339752"
"W4290850144","W1498339752"
"W4290850199","W1498339752"
"W4290875178","W1498339752"
"W4290875178","W2123295839"
"W4290875494","W1498339752"
"W4290875494","W2123295839"
"W4290876613","W1498339752"
"W4290876613","W2123295839"
"W4290876891","W1498339752"
"W4290876891","W2123295839"
"W4290877119","W1498339752"
"W4290877119","W2123295839"
"W4290878228","W1498339752"
"W4290878312","W1498339752"
"W4290878326","W1498339752"
"W4290878338","W1498339752"
"W4290878752","W1498339752"
"W4290879255","W1498339752"
"W4290943450","W1498339752"
"W4290943618","W1498339752"
"W4290943853","W1498339752"
"W4290943936","W1498339752"
"W4290943978","W1498339752"
"W4290943983","W1498339752"
"W4290943998","W1498339752"
"W4290944326","W1498339752"
"W4290945565","W1498339752"
"W4290945848","W1498339752"
"W4292505837","W2123295839"
"W4292615907","W2919820997"
"W4293063618","W1498339752"
"W4293752445","W2123295839"
"W4293808598","W2919820997"
"W4293808603","W2919820997"
"W4293808604","W2919820997"
"W4293808675","W2919820997"
"W4293808701","W2919820997"
"W4293831398","W2919820997"
"W4293831399","W2919820997"
"W4293831402","W2919820997"
"W4293831416","W2919820997"
"W4293831428","W2919820997"
"W4293831453","W2919820997"
"W4293831469","W2919820997"
"W4296065787","W1498339752"
"W4296623376","W1498339752"
"W4296623401","W1498339752"
"W4296623404","W1498339752"
"W4296623414","W1498339752"
"W4296623450","W1498339752"
"W4296623657","W1498339752"
"W4296623689","W1498339752"
"W4296626077","W1498339752"
"W4296626106","W1498339752"
"W4296626124","W1498339752"
"W4296626154","W1498339752"
"W4296626304","W1498339752"
"W4296626368","W1498339752"
"W4296626416","W1498339752"
"W4296626460","W1498339752"
"W4296626468","W1498339752"
"W4296626479","W1498339752"
"W4296626486","W1498339752"
"W4296626497","W1498339752"
"W4296626521","W1498339752"
"W4297616342","W1498339752"
"W4297616345","W1498339752"
"W4297616346","W1498339752"
"W4297616348","W1498339752"
"W4297616354","W1498339752"
"W4297616365","W1498339752"
"W4297616396","W1498339752"
"W4297898116","W1498339752"
"W4297898137","W1498339752"
"W4297898203","W1498339752"
"W4297917363","W2123295839"
"W4298238191","W1498339752"
"W4298302573","W1498339752"
"W4298302573","W2123295839"
"W4298855031","W1498339752"
"W4299480856","W1498339752"
"W4299520873","W1498339752"
"W4299520873","W2123295839"
"W4299555112","W1498339752"
"W4299606715","W1498339752"
"W4299606715","W2123295839"
"W4300201702","W1498339752"
"W4300201702","W2123295839"
"W4300415962","W1498339752"
"W4300415962","W2123295839"
"W4300419600","W1498339752"
"W4300419600","W2123295839"
"W4300718647","W1498339752"
"W4300718647","W2123295839"
"W4300723588","W1498339752"
"W4300954013","W1498339752"
"W4301942296","W1498339752"
"W4302384220","W1498339752"
"W4302414962","W1498339752"
"W4302415456","W1498339752"
"W4302415456","W2123295839"
"W4302572256","W1498339752"
"W4302572256","W2123295839"
"W4307260700","W1989435151"
"W4312192561","W1498339752"
"W4312360056","W1498339752"
"W4312372757","W2919820997"
"W4312641632","W1498339752"
"W4312641632","W2884459365"
"W4312797488","W2884459365"
"W4312901758","W1498339752"
"W4313187216","W2919820997"
"W4319156464","W1498339752"
"W4319779945","W1498339752"
"W4319779945","W1989435151"
"W4321106234","W1498339752"
"W4321614171","W2123295839"
"W4322576140","W2123295839"
"W4323907588","W2919820997"
"W4361247854","W2123295839"
"W4361247915","W2123295839"
"W4366189831","W1498339752"
"W4366189831","W2919820997"
"W4366189857","W1498339752"
"W4366189857","W2919820997"
"W4366189898","W1498339752"
"W4366189898","W2919820997"
"W4366189941","W1498339752"
"W4366189941","W2919820997"
"W4366189953","W1498339752"
"W4366189953","W2919820997"
"W4366960771","W1498339752"
"W4366961179","W1498339752"
"W4366961179","W2919820997"
"W4375827639","W1498339752"
"W4375827744","W1498339752"
"W4380885692","W2884459365"
"W4383504785","W1498339752"
"W4383684762","W1498339752"
"W4384519749","W1498339752"
"W4386470464","W2884459365"
"W4386695457","W2123295839"
"W4387006598","W1989435151"
"W4387521490","W1498339752"
"W4387769962","W1989435151"
"W4388028212","W1498339752"
"W4388038087","W1498339752"
"W4388429116","W2884459365"
"W4388542770","W2919820997"
"W4388564950","W2123295839"
"W4388629336","W2123295839"
"W4388633425","W2123295839"
"W4388657698","W1498339752"
"W4388657879","W1498339752"
"W4388671106","W2123295839"
"W4388704061","W1989435151"
"W4388958981","W2123295839"
"W4388958985","W2123295839"
"W4388958992","W2123295839"
"W4388959016","W2123295839"
"W4388959022","W2123295839"
"W4388959029","W2123295839"
"W4388959036","W2123295839"
"W4388959053","W2123295839"
"W4388959063","W2123295839"
"W4388959072","W2123295839"
"W4388959112","W2123295839"
"W4388959137","W2123295839"
"W4388959143","W2123295839"
"W4388959166","W2123295839"
"W4388959202","W2123295839"
"W4388959225","W2123295839"
"W4388959273","W2123295839"
"W4388959315","W2123295839"
"W4388959325","W2123295839"
"W4388959346","W2123295839"
"W4389317409","W1498339752"
"W4389727054","W1498339752"
"W4389732080","W2123295839"
"W4389749518","W1498339752"
"W4389749527","W1498339752"
"W4389749556","W1498339752"
"W4389749600","W1498339752"
"W4389749820","W1498339752"
"W4389749853","W1498339752"
"W4389762885","W1498339752"
"W4389764511","W1498339752"
"W4389764545","W1498339752"
"W4389764548","W1498339752"
"W4389764549","W1498339752"
"W4389764557","W1498339752"
"W4389764567","W1498339752"
"W4389766524","W1498339752"
"W4390963881","W1989435151"
"W4390963895","W1989435151"
"W4390963897","W1989435151"
"W4390963899","W1989435151"
"W4390963900","W1989435151"
"W4390963921","W1989435151"
"W4390963928","W1989435151"
"W4390963934","W1989435151"
"W4390963939","W1989435151"
"W4390963942","W1989435151"
"W4390963950","W1989435151"
"W4390963951","W1989435151"
"W4390963966","W1989435151"
"W4390963967","W1989435151"
"W4390963970","W1989435151"
"W4390963974","W1989435151"
"W4390963978","W1989435151"
"W4390963986","W1989435151"
"W4390964054","W1989435151"
"W4390964095","W1989435151"
"W4391426324","W1498339752"
"W4391513024","W2123295839"
"W4391777412","W1498339752"
"W4391782580","W1498339752"
"W4392043908","W1498339752"
"W4392044031","W1498339752"
"W4392044337","W1498339752"
"W4392044613","W1498339752"
"W4392058374","W1498339752"
"W4392058399","W1498339752"
"W4392058425","W1498339752"
"W4392058427","W1498339752"
"W4392078100","W1498339752"
"W4392078101","W1498339752"
"W4392078187","W1498339752"
"W4392078338","W1498339752"
"W4392082156","W1498339752"
"W4392937120","W1498339752"
"W4393051284","W1989435151"
"W4393051306","W1989435151"
"W4393051321","W1989435151"
"W4393059424","W1989435151"
"W4393059568","W1989435151"
"W4393059711","W1989435151"
"W4393059785","W1989435151"
"W4393060463","W1989435151"
"W4393061377","W1989435151"
"W4393061929","W1989435151"
"W4393115221","W2123295839"
"W4393148352","W1989435151"
"W4393380787","W2884459365"
"W4394730170","W2123295839"
"W4394970234","W2123295839"
"W4396674951","W2123295839"
"W4396864259","W2123295839"
"W4396864274","W2123295839"
"W4396864336","W2123295839"
"W4396865164","W1498339752"
"W4396879802","W1498339752"
"W4396879813","W1498339752"
"W4396884833","W1498339752"
"W4396930486","W1498339752"
"W4396930557","W1498339752"
"W4396931928","W2884459365"
"W4396931967","W2884459365"
"W4396932010","W2884459365"
"W4396932101","W2884459365"
"W4397026884","W2123295839"
"W4398246814","W1498339752"
"W4398246816","W1498339752"
"W4398246826","W1498339752"
"W4398247839","W1498339752"
"W4398247852","W1498339752"
"W4398251207","W1498339752"
"W4398251215","W1498339752"
"W4398251237","W1498339752"
"W4398251255","W1498339752"
"W4398251260","W1498339752"
"W4398251388","W1498339752"
"W4398251484","W1498339752"
"W4398251554","W1498339752"
"W4398251639","W1498339752"
"W4398254988","W1498339752"
"W4398255015","W1498339752"
"W4398256075","W1498339752"
"W4398256080","W1498339752"
"W4398256133","W1498339752"
"W4398500511","W1498339752"
"W4398508213","W1498339752"
"W4398511817","W1498339752"
"W4398766212","W2123295839"
"W4398766214","W2123295839"
"W4398766232","W2123295839"
"W4398766233","W2123295839"
"W4398775976","W2123295839"
"W4398776042","W2123295839"
"W4399094318","W2123295839"
"W4399094350","W2123295839"
"W4399094492","W2123295839"
"W4399094566","W2123295839"
"W4399383889","W2123295839"
"W4399703383","W2884459365"
"W4399895182","W1498339752"
"W4400020479","W2123295839"
"W4400129606","W1498339752"
"W4400300355","W1989435151"
"W4400300398","W1989435151"
"W4400300414","W1989435151"
"W4400300586","W1989435151"
"W4400300593","W1989435151"
"W4400300705","W1989435151"
"W4400300714","W1989435151"
"W4400300715","W1989435151"
"W4400300718","W1989435151"
"W4400300818","W1989435151"
"W4400300834","W1989435151"
"W4400949226","W2884459365"
"W4401351324","W1498339752"
"W4402404722","W1498339752"
"W4402405027","W1498339752"
"W4403055001","W2123295839"
"W4403202203","W2884459365"
"W4403461574","W2123295839"
"W4404051680","W2884459365"
"W4404120632","W2884459365"
"W4404120685","W2884459365"
"W4404196803","W2884459365"
"W4404558566","W2919820997"
"W4404704916","W1498339752"
"W4405212013","W1498339752"
"W4405669209","W2123295839"
"W4405782945","W2919820997"
"W4405984412","W2123295839"
"W4406034087","W1498339752"
"W4406195092","W2884459365"
"W4406248116","W1989435151"
"W4406433170","W1498339752"
"W4406433170","W2123295839"
"W4406776412","W2919820997"
"W4406776415","W2919820997"
"W4406776425","W2919820997"
"W4406776426","W2919820997"
"W4406776434","W2919820997"
"W4406776438","W2919820997"
"W4406776442","W2919820997"
"W4406776444","W2919820997"
"W4406776453","W2919820997"
"W4406776456","W2919820997"
"W4406776457","W2919820997"
"W4406776465","W2919820997"
"W4406776467","W2919820997"
"W4406776489","W2919820997"
"W4406862085","W2884459365"
"W4406943869","W2884459365"
"W4407153787","W2123295839"
"W4407592188","W2884459365"
"W4407690603","W2123295839"
"W4407879681","W1498339752"
"W4408066074","W2919820997"
"W4408385798","W2123295839"
"W4409051364","W2884459365"
"W4409112281","W1498339752"
"W4409112281","W2884459365"
"W4409260103","W2884459365"
"W4409704770","W2123295839"
"W4409889291","W2919820997"
"W4410093223","W2123295839"
"W4410415132","W2123295839"
"W4410787862","W1498339752"
"W4410811055","W1498339752"
"W4410811067","W1498339752"
"W4410811098","W1498339752"
"W4410811100","W1498339752"
"W4410811105","W1498339752"
"W4410811615","W1498339752"
"W4410812327","W1498339752"
"W4410812328","W1498339752"
"W4410812356","W1498339752"
"W4410812816","W1498339752"
"W4410812893","W1498339752"
"W4411036047","W2884459365"
"W4411286109","W2884459365"
"W4411373056","W1498339752"
"W4411373056","W2884459365"
"W4411449840","W1989435151"
"W4411936522","W2123295839"
"W4412148295","W1989435151"
"W4412158629","W2919820997"
"W4412430494","W2123295839"
"W4412671734","W1498339752"
"W4413279532","W2884459365"
"W4413318323","W2919820997"
"W4413535211","W2884459365"
"W4413535279","W2884459365"
"W4413535535","W2884459365"
"W4413535540","W2884459365"
"W4413535552","W2884459365"
"W4413535553","W2884459365"
"W4413535706","W2884459365"
"W4413535707","W2884459365"
"W4413535723","W2884459365"
"W4413535724","W2884459365"
"W4413535729","W2884459365"
"W4413535731","W2884459365"
"W4413535738","W2884459365"
"W4413535740","W2884459365"
"W4413535754","W2884459365"
"W4413536038","W2884459365"
"W4414462483","W2884459365"
"W4414546911","W2884459365"
"W4414637741","W2884459365"
"W4414727611","W2123295839"
"W4415017456","W2123295839"
"W4415421926","W2123295839"
"W4415458300","W2884459365"
"W4415646507","W2123295839"
"W4415828466","W2123295839"
"W4415830113","W2884459365"
"W4416054504","W2884459365"
"W4416116984","W2884459365"
"W4416134518","W2123295839"
"W4416211893","W2884459365"
"W4416276529","W1989435151"
"W4416603050","W1989435151"
"W4416705562","W2884459365"
"W4416838068","W2123295839"
"W4417017607","W2884459365"
"W4417017613","W2884459365"
"W4417017617","W2884459365"
"W4417017625","W2884459365"
"W4417017627","W2884459365"
"W4417017632","W2884459365"
"W4417017635","W2884459365"
"W4417017637","W2884459365"
"W4417325960","W2123295839"
"W4417331131","W2123295839"
"W4417331248","W2123295839"
"W4417402434","W2123295839"
"W4417440167","W2919820997"
"W617033484","W2123295839"
"W627719074","W2123295839"
"W636107448","W2123295839"
"W654022458","W2123295839"
"W7114916398","W1989435151"
"W7115167438","W2123295839"
"W7115168673","W2123295839"
"W7115171809","W2123295839"
"W7115174310","W2123295839"
"W7115179147","W2123295839"
"W7115181067","W2123295839"
"W7115182675","W2123295839"
"W7115185600","W2123295839"
"W7115193676","W2123295839"
"W7115196936","W2123295839"
"W7117654072","W2919820997"
"W7117984814","W2884459365"
"W7119012910","W1989435151"
"W7124828490","W2123295839"
"W7124832614","W2123295839"
"W7124834283","W2919820997"
"W7124834346","W2919820997"
"W7124906206","W2123295839"
"W7125186309","W2919820997"
"W7125455382","W1989435151"
"W7125455382","W2919820997"
"W7125480564","W2123295839"
"W7125516913","W2123295839"
"W7125591038","W2919820997"
"W7125653499","W2123295839"
"W7125709788","W2884459365"
"W7127169368","W2884459365"
"W7128591018","W2123295839"
"W7128776264","W2884459365"
"W7128796582","W2919820997"
"W7131065859","W2919820997"
"W7131130139","W2919820997"
"W7132825496","W2884459365"
"W7133320909","W2884459365"
"W7133737958","W2884459365"
"W7134829645","W2884459365"
"W7135058303","W2884459365"
"W7136111468","W2123295839"
"W7140119594","W2884459365"
"W7143537114","W2884459365"
"W7150100155","W2884459365"
"W7150823879","W2919820997"
"W7154583274","W2884459365"
"W7155189514","W2123295839"
"W7160109556","W2884459365"
"W7160597676","W2884459365"
"W7160597676","W2919820997"
"W7160703877","W2123295839"
"W7160850574","W2884459365"
"W7161127014","W2884459365"
"W7162119567","W2123295839"
"W7162408390","W2919820997"
"W74089996","W1498339752"
"W762046165","W1498339752"
"W768603756","W1498339752"
"W77297112","W1498339752"
"W784955788","W2123295839"
"W78964818","W1498339752"
"W802555312","W2123295839"
"W81743937","W1498339752"
"W81743937","W2123295839"
"W823713725","W1498339752"
"W8562664","W1498339752"
"W90838557","W1498339752"
"W955611471","W2123295839"
"W962209301","W1498339752"
"W989154156","W1498339752"
"W2123295839","W107730242"
"W2123295839","W225216842"
"W2123295839","W1484856269"
"W2123295839","W1515771701"
"W2123295839","W1580899010"
"W2123295839","W1974586660"
"W2123295839","W1977825494"
"W2123295839","W1977999485"
"W2123295839","W1980341167"
"W2123295839","W1983221152"
"W2123295839","W1986713131"
"W2123295839","W1992893029"
"W2123295839","W2005820517"
"W2123295839","W2016465172"
"W2123295839","W2020917353"
"W2123295839","W2023543516"
"W2123295839","W2029273250"
"W2123295839","W2030398623"
"W2123295839","W2031651039"
"W2123295839","W2038685504"
"W2123295839","W2045194028"
"W2123295839","W2048613496"
"W2123295839","W2052104221"
"W2123295839","W2071946043"
"W2123295839","W2081711153"
"W2123295839","W2102470010"
"W2123295839","W2111247447"
"W2123295839","W2129912544"
"W2123295839","W2138071376"
"W2123295839","W2154573574"
"W2123295839","W2157979842"
"W2123295839","W2168239073"
"W2123295839","W2321240393"
"W2123295839","W2321659091"
"W2123295839","W2324427833"
"W2123295839","W2324963382"
"W2123295839","W2327161626"
"W2123295839","W2328216903"
"W2123295839","W2329648039"
"W2123295839","W2329719436"
"W2123295839","W2488973111"
"W2123295839","W2505718944"
"W2123295839","W3138417305"
"W1989435151","W89032807"
"W1989435151","W155333162"
"W1989435151","W344666772"
"W1989435151","W577661416"
"W1989435151","W603131179"
"W1989435151","W614917022"
"W1989435151","W1267125192"
"W1989435151","W1515250898"
"W1989435151","W1543446303"
"W1989435151","W1547177775"
"W1989435151","W1550602253"
"W1989435151","W1559198035"
"W1989435151","W1586508260"
"W1989435151","W1594936623"
"W1989435151","W1965318561"
"W1989435151","W1967968635"
"W1989435151","W1969935419"
"W1989435151","W1973659414"
"W1989435151","W1978269982"
"W1989435151","W1986080735"
"W1989435151","W1990262832"
"W1989435151","W1993675391"
"W1989435151","W1999096165"
"W1989435151","W2000346613"
"W1989435151","W2003637195"
"W1989435151","W2015904925"
"W1989435151","W2023543205"
"W1989435151","W2038563845"
"W1989435151","W2040885335"
"W1989435151","W2052149842"
"W1989435151","W2058072630"
"W1989435151","W2058471900"
"W1989435151","W2061971606"
"W1989435151","W2062411881"
"W1989435151","W2077254919"
"W1989435151","W2086084109"
"W1989435151","W2101120271"
"W1989435151","W2105013978"
"W1989435151","W2107508978"
"W1989435151","W2108331388"
"W1989435151","W2113074601"
"W1989435151","W2133718021"
"W1989435151","W2140523114"
"W1989435151","W2140930388"
"W1989435151","W2154753769"
"W1989435151","W2163657079"
"W1989435151","W2169163541"
"W1989435151","W2171638868"
"W1989435151","W2314718606"
"W1989435151","W2323559986"
"W1989435151","W2326917780"
"W1989435151","W2329648039"
"W1989435151","W2330187891"
"W1989435151","W2332878501"
"W1989435151","W2486151938"
"W1989435151","W2487130496"
"W1989435151","W2495377115"
"W1989435151","W2798572278"
"W1989435151","W2999123786"
"W1989435151","W4206594964"
"W1989435151","W4237864467"
"W1989435151","W4298050500"
"W1989435151","W4299406230"
"W1989435151","W4299672213"
"W1989435151","W4300555925"
"W1989435151","W4388323869"
"W1989435151","W4388324144"
"W1989435151","W4403065121"
"W2919820997","W613492008"
"W2919820997","W656577657"
"W2919820997","W1506380772"
"W2919820997","W1526982964"
"W2919820997","W1585088222"
"W2919820997","W1806663668"
"W2919820997","W1818905521"
"W2919820997","W1894064702"
"W2919820997","W1910264740"
"W2919820997","W1911257304"
"W2919820997","W1962095932"
"W2919820997","W1966977689"
"W2919820997","W1968327343"
"W2919820997","W1976214394"
"W2919820997","W1981357072"
"W2919820997","W1998145834"
"W2919820997","W1999109165"
"W2919820997","W2007570259"
"W2919820997","W2012219897"
"W2919820997","W2016880001"
"W2919820997","W2024721187"
"W2919820997","W2027315681"
"W2919820997","W2035587687"
"W2919820997","W2045318453"
"W2919820997","W2078194049"
"W2919820997","W2079694060"
"W2919820997","W2083199857"
"W2919820997","W2083349392"
"W2919820997","W2085464487"
"W2919820997","W2087360040"
"W2919820997","W2092298252"
"W2919820997","W2095421991"
"W2919820997","W2103146267"
"W2919820997","W2108038362"
"W2919820997","W2108167139"
"W2919820997","W2114174882"
"W2919820997","W2114341457"
"W2919820997","W2116187624"
"W2919820997","W2121441023"
"W2919820997","W2127550467"
"W2919820997","W2127664981"
"W2919820997","W2128096974"
"W2919820997","W2128253943"
"W2919820997","W2143859333"
"W2919820997","W2144552774"
"W2919820997","W2145427077"
"W2919820997","W2145869153"
"W2919820997","W2148782280"
"W2919820997","W2150796138"
"W2919820997","W2154862029"
"W2919820997","W2157829513"
"W2919820997","W2161880778"
"W2919820997","W2319951792"
"W2919820997","W2329103711"
"W2919820997","W2423671233"
"W2919820997","W2487130496"
"W2919820997","W2521635239"
"W2919820997","W2575707019"
"W2919820997","W3121406236"
"W2919820997","W3125554979"
"W2919820997","W4230685638"
"W2919820997","W4243362262"
"W2919820997","W4246440837"
"W2919820997","W4250264946"
"W2919820997","W4251366449"
"W2919820997","W4298050500"
"W2919820997","W4299448508"
"W2919820997","W4300132280"
"W2919820997","W4388323869"
"W2919820997","W4388324144"
